name,address,location,cuisines,rating,rating_count,cost_for_two,source
COCONUT GROVE,"COCONUT GROVE, NO 86, SPENCERS BUILDING, CHURCH STREET, BANGALORE, Bengaluru (Bangalore) Rural, Karnataka, 560001",Central Bangalore,"South Indian,Seafood",3.8,20.0,1200.0,Swiggy
Zed The Baker,"Zed The Baker, Advanced Baking Concepts Kareem Towers  19 4  2nd Floor  Cunningham Rd  Vasanth Nagar  Bengaluru  Karnataka 560052",Central Bangalore,"Continental,Bakery",4.6,20.0,500.0,Swiggy
Desi Vdesi,"Desi Vdesi, 48, Triump Tower, Church Street, Bangalore",Central Bangalore,North Indian,4.3,20.0,200.0,Swiggy
Cafe Coffee Day,"Cafe Coffee Day, cafe coffe day Barton Centre, Mahatma Gandhi Rd, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Beverages,Snacks",3.7,20.0,300.0,Swiggy
Mandarin Box,"Mandarin Box, 33/1 C/O HIGH GATES HOTEL PVT LTD CHURCH STREET",Central Bangalore,Chinese,4.2,50.0,600.0,Swiggy
Kanti Sweets,"Kanti Sweets, Kanti Sweets Unit No. G 2 (A), Ground Floor, Imperial Court , Cunningham Road Bangalore 560052",Central Bangalore,Desserts,4.6,20.0,100.0,Swiggy
Maharaja Military Canteen,"Maharaja Military Canteen, No 33/1, Ground floor, Leemans complex, Next to IDFC bank, Cunningham road, Bangalore,",Central Bangalore,South Indian,3.9,100.0,400.0,Swiggy
"Bhartiya Jalpan - Sweets, Dry Fruit and Savouries","Bhartiya Jalpan - Sweets, Dry Fruit and Savouries, No 14, Commercial Street, Bangalore",Central Bangalore,"North Indian,Sweets",4.1,20.0,300.0,Swiggy
Kabab Magic,"Kabab Magic, 17, Opposite Fatima Bakery, Hosur Road, Richmond Town, Bangalore",Central Bangalore,"North Indian,Chinese",3.8,100.0,400.0,Swiggy
Nandhini Deluxe,"Nandhini Deluxe,  #22, 1st floor, St Marks Road, Shanthala nagar , Ashok Nagar, Bangalore -560001",Central Bangalore,"Andhra,Biryani",4.3,100.0,500.0,Swiggy
Qmin,"Qmin, No.35/2, Chemman Building, Ground Floor, Cunningham Road, Bangalore - 560052, Opposite Canara Bank",Central Bangalore,"Beverages,Bakery",3.9,50.0,200.0,Swiggy
Shangrila Restaurant,"Shangrila Restaurant , Hotel Shangrila 181 Brigade Road opposite to monarch hotel Bangalore     560001",Central Bangalore,"Chinese,Beverages",4.1,20.0,500.0,Swiggy
Glen's Bakehouse,"Glen's Bakehouse, 24/1 Lavelle Road, Bangalore 560 001",Central Bangalore,"Desserts,Bakery",4.3,100.0,500.0,Swiggy
BUCKET BIRYANI,"BUCKET BIRYANI, NO 44 GROUND FLOOR CASTLE STREET ASHOK NAGAR BANGALORE",Central Bangalore,"Biryani,North Indian",4.7,20.0,700.0,Swiggy
Nagarjuna,"Nagarjuna, #44 1, Residency Road, Bangalore 560025",Central Bangalore,"Andhra,South Indian",4.4,1000.0,600.0,Swiggy
Tibbs Frankie,"Tibbs Frankie, Prestige Man Shop, Transit Express Food Court, Commercial Street, Bangalore 560042",Central Bangalore,Fast Food,4.0,100.0,200.0,Swiggy
Momo Zone - The Momo Company,"Momo Zone - The Momo Company, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,"Chinese,Tibetan",3.4,20.0,200.0,Swiggy
Swathi Grand,"Swathi Grand, NO.16 DOBBESPET 1ST CROSS, MILLERS ROAD, VASANTH NAGAR BANGALORE., B.B.M.P East, Karnataka-560052",Central Bangalore,"South Indian,Chinese",3.6,20.0,200.0,Swiggy
Sundae Everyday Ice Creams,"Sundae Everyday Ice Creams, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,"Ice Cream,Desserts",3.8,20.0,150.0,Swiggy
Cookie Man,"Cookie Man, G01, Ground Floor, Magrath Rd., Garuda Mall,    Bangalore 560 025",Central Bangalore,"Desserts,Ice Cream",4.2,20.0,140.0,Swiggy
Toscano,"Toscano, Level Two, UB City, Vittal Mallya Road, Bangalore",Central Bangalore,"Italian,Pizzas",4.3,100.0,1200.0,Swiggy
Parijata pure veg,"Parijata pure veg, Parijata Pure Veg Restaurant, Richmond Road, near Arab Lane Masjid, Richmond Town, Bengaluru, Karnataka, India",Central Bangalore,South Indian,4.2,50.0,200.0,Swiggy
Hyderabad Biryaani House,"Hyderabad Biryaani House, No.7/1, Victoria road bangalore, Shanthinagara,B.B.M.P. east (Karnataka)",Central Bangalore,Indian,4.2,500.0,499.0,Swiggy
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Frozen Bottle - Milkshakes, Desserts And Ice Cream, NO 54 Ground Level Near Monarch Hotel Brigade Road  560001",Central Bangalore,"Beverages,Desserts",4.3,50.0,250.0,Swiggy
Oh! Calcutta,"Oh! Calcutta, 14, 2nd Floor, Church Street, Bangalore - 560001",Central Bangalore,Bengali,4.1,50.0,800.0,Swiggy
Siddiq kabab center,"Siddiq kabab center, 25, Curley St, Richmond Town, Bengaluru, Karnataka 560025, India",Central Bangalore,"Afghani,Chinese",4.4,20.0,400.0,Swiggy
Airlines Hotel,"Airlines Hotel, 4, Madras Bank Road, Off Lavelle Road, Lavelle Road, Bangalore",Central Bangalore,"South Indian,North Indian",4.4,100.0,500.0,Swiggy
The Baker's Dozen,"The Baker's Dozen, No. 44, Ground Floor, 7th Cross, Vasanth Nagar, Shivajinagara, B.B.M.P East, Karnataka, 560052",Central Bangalore,"Bakery,Desserts",4.2,50.0,300.0,Swiggy
Slurpy Shakes,"Slurpy Shakes, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,"Beverages,Ice Cream",3.0,20.0,150.0,Swiggy
Fabelle Chocolates - ITC Gardenia,"Fabelle Chocolates - ITC Gardenia, 1, RESIDENCY ROAD , ASHOK NAGAR,BENGALURU , KARNATAKA , 560025",Central Bangalore,"Bakery,Desserts",5.0,20.0,600.0,Swiggy
Indiana Burgers,"Indiana Burgers, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,"American,Desserts",3.5,50.0,150.0,Swiggy
WarmOven Cakes & Desserts,"WarmOven Cakes & Desserts, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,"Bakery,Desserts",4.0,100.0,200.0,Swiggy
Ketogenic Foods,"Ketogenic Foods,  Infinitea Restaurant, 17/1-2, Shah Sultan Complex, Opp Yes Bank, Cunningham Road,Bengaluru - 560052",Central Bangalore,"Continental,Desserts",3.9,20.0,1200.0,Swiggy
Cupcake Bliss Cakes & Desserts,"Cupcake Bliss Cakes & Desserts, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,"Bakery,Desserts",3.5,20.0,200.0,Swiggy
Elixir - Luxury Pearls Drink,"Elixir - Luxury Pearls Drink, 42, 3rd cross road, Aga Abbas Ali Rd, Halasuru, Karnataka 560042",Central Bangalore,Beverages,4.4,50.0,500.0,Swiggy
Hotel Chandrika,"Hotel Chandrika, 9 1  Commerce House  Cunningham Road  Next to High Grounds Police Station  Central Bangalore  Bangalore 560052",Central Bangalore,"South Indian,North Indian",4.2,100.0,300.0,Swiggy
Dindigul Thalappakatti,"Dindigul Thalappakatti, No.189, Brigade Rd, Shanthala Nagar, Shivaji Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Biryani,Barbecue",3.8,100.0,650.0,Swiggy
Anjappar,"Anjappar, NO9 oppt Muncipla 1st floor Curzzon complex Brigade Road Santhinagar BBMP East Banglaore 560002, District - B.B.M.P East, STATE - Karnataka - 560002",Central Bangalore,"Chettinad,Thalis",4.0,100.0,400.0,Swiggy
ASEAN - On The Edge,"ASEAN - On The Edge, 84, 13th Floor, Barton Center, MG Road, Bangalore",Central Bangalore,"Asian,Thai",4.3,100.0,1000.0,Swiggy
Holy Doh! Pizza,"Holy Doh! Pizza, PLANB / S JAYAWANTHI, NO.148 & 149, ST. THOMAS BUILDING BRIGADE ROAD, ASHOK NAGAR, BANGALORE, Shanthinagara , B.B.M.P East, Karnataka, 560025",Central Bangalore,"Pizzas,Italian",4.3,50.0,600.0,Swiggy
Social,"Social, 46/1, Cobalt Building, Church St, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"North Indian,Chinese",4.1,100.0,500.0,Swiggy
The Dessert Zone,"The Dessert Zone, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,"Bakery,Desserts",3.3,20.0,200.0,Swiggy
Taste Of Tibet,"Taste Of Tibet, 2nd floor indo dubai plaza #5 rest house road Bridage road Bangalore-560001",Central Bangalore,Chinese,4.4,100.0,250.0,Swiggy
Excelsior bakery,"Excelsior bakery, 36,  Seppings Road,Shivajinagar,Bangalore-560001 Locality & Area: Shivajinagar,Bangalore Central City:  Bangalore",Central Bangalore,Snacks,4.3,50.0,310.0,Swiggy
Meghana Foods,"Meghana Foods, 57/1, 1st Floor, Jayalaxmi Chambers, Next to Old Galaxy Theatre,Residency Road, Bangalore",Central Bangalore,"Biryani,Andhra",4.5,1000.0,500.0,Swiggy
Royal Restaurant,"Royal Restaurant, Broadway Road Police Station, HKP Road, Sulthangunta, Shivajinagar, Bengaluru, Bangalore Urban, Karnataka, India",Central Bangalore,"Chinese,North Indian",4.0,100.0,300.0,Swiggy
Happy Belly Bakes- Cakes and Desserts,"Happy Belly Bakes- Cakes and Desserts, 6/2 Primrose Road",Central Bangalore,"Desserts,Bakery",4.5,100.0,500.0,Swiggy
Asia Kitchen By Mainland China,"Asia Kitchen By Mainland China, 14, 1st Floor, Church Street, Bangalore - 560001",Central Bangalore,"Asian,Chinese",4.3,20.0,850.0,Swiggy
Hotel Ocea,"Hotel Ocea, #72, CHETTALI Trade Center, Next to St.Joseph's College Of Commerce Brigade Road, Markham Road, Ashok Nagar, Bangalore",Central Bangalore,"Arabian,Chinese",4.1,50.0,300.0,Swiggy
COASTAL MACHALI CO,"COASTAL MACHALI CO, 136/1A, CEARS PLAZA RESIDENCY ROAD, OPP BANGALORE CLUB, BANGALORE,560025",Central Bangalore,"Indian,Asian",4.0,50.0,1200.0,Swiggy
Kabab Magic Roll,"Kabab Magic Roll, NO 12,OPP TO SRI BALAJI THEATRE, KASHIVISHWANATHA MAIN ROAD, VANNARRPET, VIVEKNAGAR, District - B.B.M.P East, STATE - Karnataka-560047, Karnataka",Central Bangalore,Snacks,3.5,20.0,400.0,Swiggy
santhanam sweets,"santhanam sweets, no 294 Narayana Pillai street street Santhanam sweets&savories Bangalore-560001",Central Bangalore,Sweets,4.4,100.0,200.0,Swiggy
RCB Bar & Cafe,"RCB Bar & Cafe, 1st Floor, Sobha One, No. 50, St Marks Rd, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Indian,Asian",4.0,20.0,750.0,Swiggy
Great Indian Khichdi by EatFit,"Great Indian Khichdi by EatFit, NO-18/1, ALI ASKER ROAD, CUNNINGHAM ROAD, VASANTHA NAGAR, Shivajinagara,B.B.M.P East, Karnataka-560052",Central Bangalore,"Home Food,Indian",4.2,100.0,200.0,Swiggy
Bakery by Foodhall,"Bakery by Foodhall, Level 4, 1 MG Road Mall, Trinity Circle, MG Road, Bangalore 560008",Central Bangalore,"Bakery,Desserts",4.4,50.0,400.0,Swiggy
Biggies Burger,"Biggies Burger, The Bundle Co., Church Street, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka, India",Central Bangalore,"American,Fast Food",3.7,20.0,300.0,Swiggy
Haka,"Haka, 14, 1st Floor, Church Street, Bangalore - 560001",Central Bangalore,"Chinese,Asian",4.5,50.0,500.0,Swiggy
Maverick & Farmer Coffee,"Maverick & Farmer Coffee, Gate #3, Gangadhar Chetty Rd, Rukmani Colony, Sivanchetti Gardens, Halasuru, Karnataka 560042, India",Central Bangalore,"American,Pizzas",4.5,50.0,800.0,Swiggy
Biryani Blues,"Biryani Blues, G-02, Phoenix Arcade Showroom, Upper Ground Floor, Church Street Bangalore",Central Bangalore,"Biryani,Kebabs",4.2,100.0,400.0,Swiggy
Truffles,"Truffles, 22, St. Marks Road, Bangalore",Central Bangalore,"American,Desserts",4.5,5000.0,450.0,Swiggy
Hotel Green Tara,"Hotel Green Tara, No 170/180 2nd Floor , Brigade Road, Bengaluru , Karnataka   560001",Central Bangalore,"Chinese,Tibetan",4.3,20.0,300.0,Swiggy
Cold Stone Creamery,"Cold Stone Creamery, Cold Stone Creamery, Garuda Mall Third Floor, Magrath Road, Ashok Nagar, Banglore,  Karnataka, 560025",Central Bangalore,"Ice Cream,Desserts",4.1,20.0,200.0,Swiggy
Sriracha,"Sriracha, Second floor, 204, Vittal Malya Road, UB City, Bengaluru (Bangalore) Urban, Karnataka, 560001",Central Bangalore,"Asian,Chinese",4.0,20.0,1600.0,Swiggy
Sanchez,"Sanchez, Second floor, 204, Vittal Malya Road, UB City, Bengaluru (Bangalore) Urban, Karnataka, 560001",Central Bangalore,Mexican,4.3,20.0,1200.0,Swiggy
IDC KITCHEN,"IDC KITCHEN, No 17 Ground Floor, PID No. 76-15-17,Residency Road, Richmond Town, SarvagnaNagar , B.B.M.P East, Karnataka-560025",Central Bangalore,"South Indian,North Indian",4.4,100.0,200.0,Swiggy
Aubree,"Aubree, Ramanashree Arcade, 18, MG Road, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Desserts,Bakery",4.3,100.0,700.0,Swiggy
California Burrito,"California Burrito, Sigma Central Mall, 15/16/17, Cunningham Rd, Vasanth Nagar, Bengaluru, Karnataka 560052",Central Bangalore,"Mexican,American",4.5,500.0,250.0,Swiggy
Smoke House Deli,"Smoke House Deli, 52 & 53, Ground Floor, Lavelle Road, Bangalore",Central Bangalore,"Italian,Continental",4.4,500.0,800.0,Swiggy
Sweet Truth - Cake and Desserts,"Sweet Truth - Cake and Desserts, 17, 1st floor 1st main road,Vasanth Nagar Above SBI Bank,Bangalore 560052",Central Bangalore,"Ice Cream,Bakery",4.3,20.0,450.0,Swiggy
Sunny's,"Sunny's, No.50, Lavelle Road,ML Subbaraju Road, Bengaluru, Karnataka 560001, India",Central Bangalore,"European,American",4.4,100.0,2000.0,Swiggy
Fresh Pressery Cafe,"Fresh Pressery Cafe, 4, Good Earth Store, Former Cinnamon Building, Walton Road, Lavelle Road, Bangalore",Central Bangalore,"Italian,Salads",4.3,50.0,1000.0,Swiggy
Toscano's Crafted Cakes and Desserts,"Toscano's Crafted Cakes and Desserts, Level Two, UB City, Vittal Mallya Road, Bangalore",Central Bangalore,"Desserts,Bakery",4.2,20.0,600.0,Swiggy
The Rice Bowl,"The Rice Bowl, Southern Star, 40/2, Lavelle Road, Bangalore - 560001",Central Bangalore,Chinese,4.0,50.0,450.0,Swiggy
Mainland China,"Mainland China, 14, 1st Floor, Church Street, Bangalore - 560001",Central Bangalore,"Chinese,Asian",4.4,50.0,850.0,Swiggy
Tunday Kababi,"Tunday Kababi, No.41,Church Street,shanthalanagara,Bangalore 560001",Central Bangalore,"Kebabs,Biryani",4.1,20.0,250.0,Swiggy
Karavali Family Restaurant,"Karavali Family Restaurant, 136, Residency Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India",Central Bangalore,"Mangalorean,Seafood",3.7,100.0,200.0,Swiggy
Home Plate by EatFit,"Home Plate by EatFit, NO-18/1, ALI ASKER ROAD, CUNNINGHAM ROAD, VASANTHA NAGAR, Shivajinagara,B.B.M.P East, Karnataka-560052",Central Bangalore,"North Indian,Home Food",4.0,50.0,200.0,Swiggy
Third Wave Coffee,"Third Wave Coffee, Sy No.52/2, ""Sujay's Pride"", Church Street, Bangalore, B.B.M.P East, Karnataka-560001",Central Bangalore,"Beverages,Bakery",4.4,100.0,400.0,Swiggy
Mudpipe Cafe,"Mudpipe Cafe, 37 1  3rd   4th Floor  Near Sigma Mall  Cunningham Road  Bangalore",Central Bangalore,"Mexican,Continental",4.3,100.0,500.0,Swiggy
Farzi Cafe,"Farzi Cafe, 2nd UB City, MG Road, KG Halli, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"North Indian,Tandoor",3.4,20.0,600.0,Swiggy
Shezan,"Shezan, Ground floor  shah sultan complex  Ops to Yes Bank  Cunnigham road  Bangalore 52",Central Bangalore,"Mughlai,North Indian",4.5,100.0,600.0,Swiggy
Istah Shawarma,"Istah Shawarma, # 299,1st Floor, BBMP ward no 117, Akkithimanahalli , Shanthinagar, Bangalore 560025.",Central Bangalore,"Arabian,Lebanese",4.4,100.0,250.0,Swiggy
Anand Sweets and Savouries,"Anand Sweets and Savouries, #8, Commercial Street, Banaglore - 08",Central Bangalore,"Sweets,Chaat",4.6,500.0,200.0,Swiggy
RS Shiv Sagar-Commercial Street,"RS Shiv Sagar-Commercial Street, NO-5, NARAYANA PILLLAI STREET, COMMERCIAL STREET , SHIVAJI NAGR BANGALORE",Central Bangalore,"North Indian,Chinese",4.3,50.0,250.0,Swiggy
Kentacky Chicken Corner,"Kentacky Chicken Corner, NO.10, RAJARAM MOHAN RAY   ROAD, BANGALORE,   Shanthinagara , B.B.M.P East, ,   Karnataka, 560027",Central Bangalore,"North Indian,Andhra",4.1,20.0,400.0,Swiggy
Misu,"Misu, 4th Floor, Halcyon Complex, Saint Marks Road, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Asian,Chinese",4.3,100.0,1300.0,Swiggy
Hotel Tom's Restaurant,"Hotel Tom's Restaurant, Tom's Restaurant 002, Raheja Chancery, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025",Central Bangalore,"Mangalorean,Biryani",4.5,100.0,400.0,Swiggy
Dolci Desserts,"Dolci Desserts, 18/3, Ali Askar Road,off Cunningham Road,Near to Hammerd Pub Bangalore-560052",Central Bangalore,"Desserts,Bakery",4.6,50.0,600.0,Swiggy
Kitchens of China,"Kitchens of China, Gilly's Resto Bar, 2nd Floor, Vasavi Complex, 17, St Marks Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Chinese,Thai",3.8,50.0,450.0,Swiggy
Cantan,"Cantan, 25 4 1st   2nd floor  opposite harley davidson  showroom lavelle road bangalore 560001",Central Bangalore,"Chinese,Asian",4.3,100.0,1000.0,Swiggy
Easy Bites by Hotel Empire,"Easy Bites by Hotel Empire, No.35,Castel Street,Bangalore-560025,District-B.B.M.P East,STATE-Karnataka",Central Bangalore,"Snacks,Fast Food",3.9,50.0,150.0,Swiggy
Juice Junction,"Juice Junction, 9, 9th Main Rd, 2nd Block, Jaya Nagar East, Jayanagar, Bengaluru, Karnataka 560011",Central Bangalore,Beverages,4.3,20.0,100.0,Swiggy
Eden Park,"Eden Park, 21/1, Cunningham Road, Behind The Hindu, Bangalore-01",Central Bangalore,"North Indian,Chinese",4.3,100.0,1000.0,Swiggy
BOSS Burger,"BOSS Burger, Smoke House Deli - LAVELLE RD.,Ground Floor, No 52, 53, Lavelle Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"American,Continental",4.0,100.0,500.0,Swiggy
The Fatty Bao,"The Fatty Bao, 25/4,1st & 2nd floor  opposite harley davidson  showroom lavelle road bangalore 560001",Central Bangalore,"Asian,Japanese",4.1,100.0,1000.0,Swiggy
Shyvan Fast Food,"Shyvan Fast Food, No 1/5 ground floor Royal corner building, double road junction near k h road circle bangalore:560027",Central Bangalore,"North Indian,Chinese",4.2,50.0,200.0,Swiggy
Tandoor Restaurant,"Tandoor Restaurant, 28, Centenary Building, MG Road, Bangalore",Central Bangalore,North Indian,4.4,50.0,1400.0,Swiggy
The Brahmins Khanavali,"The Brahmins Khanavali, GF2, Behind MTR and The Egg Factory , WHITE HOUSE, ST.MARKS ROAD, BANGALORE 560001",Central Bangalore,South Indian,4.3,100.0,200.0,Swiggy
PAAKASHALA,"PAAKASHALA, NO- 105, OLD NO 44, DICKENSON ROAD, BHARATHI NAGAR,ULSOOR,  BANGALORE- 560042",Central Bangalore,"Chinese,Tandoor",4.4,100.0,300.0,Swiggy
Starbucks Coffee,"Starbucks Coffee, 38/1,Vittal Mallya, Lavelle Road Junction,Vittal Mallya Road, Bangalore ? 560001",Central Bangalore,Beverages,4.4,100.0,400.0,Swiggy
Pasta Street,"Pasta Street, 37/2, Chicago Avenue, Opp HM Towers, Cunningham Road, Banaglore- 52",Central Bangalore,"Italian,Pizzas",4.4,100.0,900.0,Swiggy
Go Native,"Go Native, 25, Lavelle Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Healthy Food,Jain",4.4,50.0,600.0,Swiggy
HRX by Eatfit,"HRX by Eatfit, NO-18/1, ALI ASKER ROAD, CUNNINGHAM, ROAD, VASANTHA NAGAR, Shivajinagara, B.B.M.P East, Karnataka-560052",Central Bangalore,"Healthy Food,Pizzas",5.0,20.0,270.0,Swiggy
Hatti Kaapi - Coffee and more,"Hatti Kaapi - Coffee and more, 5th Avenue Mall, Ground Floor, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, 560001 Karnataka",Central Bangalore,"Beverages,South Indian",4.2,20.0,120.0,Swiggy
Ghee and Turmeric,"Ghee and Turmeric, Shop No. 15, 22, 23, and 24, Ground Floor, Unit No. 02, HM Geneva House, #14 Cunningham Road, Vasanth Nagar, Shivajinagar, B.B.M.P East, Karnataka-560052",Central Bangalore,"North Indian,Tandoor",4.1,50.0,500.0,Swiggy
The Only Place,"The Only Place, 13, Museum Road,Church Street, Bangalore",Central Bangalore,"Continental,Steakhouse",4.3,100.0,1000.0,Swiggy
Munchies,"Munchies, 1-A, Albert Street, Brigade Tower, Brigade Road, Bangalore",Central Bangalore,Fast Food,4.7,100.0,300.0,Swiggy
Anupams Coast II Coast,"Anupams Coast II Coast, No. 56, Church Street, Above Star Bucks, Bangalore-560001",Central Bangalore,"Mangalorean,Chinese",4.4,50.0,1200.0,Swiggy
Wow! China,"Wow! China, WOW Momo Foods Pvt LTD G-005 City Center Ground Floor No 28/4 Church Street, Bangalore B,B,M,P East Pin 560001",Central Bangalore,"Tibetan,Chinese",3.8,100.0,300.0,Swiggy
Beijing Bites,"Beijing Bites, Sigma Trident, Ground Floor, 11/2, Hayes Road, Off Richmond Road,Bangalore 560025",Central Bangalore,Chinese,4.2,500.0,450.0,Swiggy
Sri Udupi Park,"Sri Udupi Park, 57, Opposite Galaxy Mall, Residency Road, Bangalore",Central Bangalore,"North Indian,South Indian",4.4,1000.0,200.0,Swiggy
Palmgrove Ballal Residency,"Palmgrove Ballal Residency, Ballal Residency, No 4, 74/4, Residency Road, Mahatma Gandhi Road, 3rd Cross, Bengaluru, Karnataka.",Central Bangalore,"Chinese,Coastal",4.4,500.0,400.0,Swiggy
Mani's Dum Biryani,"Mani's Dum Biryani, #No.18/1, 1st floor, Haudin road  Ulsoor, Bangalore-560042",Central Bangalore,Biryani,4.3,500.0,499.0,Swiggy
Green Onion Chinese,"Green Onion Chinese, 43/44,1st Florr,Chandraprabha Complex,Residency Road Cross,Bangalore 560025",Central Bangalore,Chinese,4.3,100.0,450.0,Swiggy
Corner House Ice Cream,"Corner House Ice Cream, 45/3, Gopalkrishna Complex, Near Mayo Hall, Off Residency Road, Bangalore",Central Bangalore,"Ice Cream,Desserts",4.6,500.0,250.0,Swiggy
Kitchens of Punjab,"Kitchens of Punjab, Gilly's Resto Bar, 2nd Floor, Vasavi Complex, 17, St Marks Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Punjabi,North Indian",3.8,50.0,500.0,Swiggy
13th Floor,"13th Floor, 13th Floor, Barton Centre, no.84 MG Road,",Central Bangalore,"North Indian,Thai",4.3,50.0,2000.0,Swiggy
Kabab Korner,"Kabab Korner, 22, Opposite SBI Bank,St. Marks Road, Bangalore",Central Bangalore,"North Indian,Chinese",4.4,100.0,500.0,Swiggy
Konark Veg Resturant,"Konark Veg Resturant, Sree kanteerava outdoor stadium, Next to main gate, Kasturba Rd, Bengaluru, Karnataka 560001",Central Bangalore,"Indian,Chinese",4.3,20.0,600.0,Swiggy
EatFit,"EatFit, NO-18/1, ALI ASKER ROAD, CUNNINGHAM, ROAD, VASANTHA NAGAR, Shivajinagara, B.B.M.P East, Karnataka-560052",Central Bangalore,"Healthy Food,Pizzas",4.2,500.0,270.0,Swiggy
Arbor Brewing Company,"Arbor Brewing Company, 8, Magrath Road, Allied Grande Plaza, Ashok Nagar, Bengaluru 560025",Central Bangalore,"Continental,American",4.3,20.0,1200.0,Swiggy
Aligarh House by EatFit,"Aligarh House by EatFit, NO-18/1, ALI ASKER ROAD, CUNNINGHAM, ROAD, VASANTHA NAGAR, Shivajinagara, B.B.M.P East, Karnataka-560052",Central Bangalore,"Biryani,Mughlai",3.6,50.0,400.0,Swiggy
ROYCE' Chocolate,"ROYCE' Chocolate, Royce' Chocolate, Ground Floor, UB City, Vittal Mallya Road, Bengaluru 560001",Central Bangalore,Desserts,4.8,20.0,750.0,Swiggy
Ebony,"Ebony, 13th Floor, Barton Centre, no.84 MG Road",Central Bangalore,"North Indian,Tandoor",4.6,100.0,1000.0,Swiggy
Mini Samrat Chalukya,"Mini Samrat Chalukya, No 16/a, Next to Ambedkar Bhavan, Miller's Road, Vasanth Nagar Bangalore 560052",Central Bangalore,"South Indian,North Indian",3.9,100.0,350.0,Swiggy
Keventers - Milkshakes and Desserts,"Keventers - Milkshakes and Desserts, Shop no 1,Third floor Garuda mall,Magrath Road junction,Bengaluru B.B.M.P Karnataka -560068.",Central Bangalore,"Beverages,Ice Cream",4.2,50.0,300.0,Swiggy
The Food Corner,"The Food Corner, NO.37,GROUND FLOOR,8TH MAIN ROAD VASANTHNAGAR BANGALORE, District - B.B.M.P East, STATE - Karnataka - 560001",Central Bangalore,"Chinese,North Indian",4.4,100.0,150.0,Swiggy
UBQ by Barbeque Nation,"UBQ by Barbeque Nation, MG road lido mall",Central Bangalore,"North Indian,Barbecue",4.0,100.0,300.0,Swiggy
Momo Monk,"Momo Monk, #10, First Floor, Castle Street road, above Afton Treadmill & Gym Equipment Store, Ashok Nagar, Bangalore - 560025",Central Bangalore,"Pan-Asian,Chinese",3.9,20.0,180.0,Swiggy
Burger It Up,"Burger It Up, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,"American,Fast Food",4.0,20.0,150.0,Swiggy
New Taj Darbar,"New Taj Darbar, New Taj Darbar, Shivaji Nagar, Bengaluru, Karnataka, India",Central Bangalore,"Biryani,Indian",3.4,1000.0,300.0,Swiggy
Carols Pastries & Bakers,"Carols Pastries & Bakers, 7th Main Rd, Vasanth Nagar, Bengaluru, Karnataka 560051",Central Bangalore,Bakery,4.3,50.0,500.0,Swiggy
Shiro,"Shiro, UB City, 222, 3rd Floor, ""Comet, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Japanese,Asian",4.3,100.0,1400.0,Swiggy
Tottos pizza,"Tottos pizza, 119, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",Central Bangalore,"Continental,Italian",4.4,20.0,500.0,Swiggy
Krispy Kreme,"Krispy Kreme, Krispy Kreme Doughnuts, W-76, Adarsh Opus, Campbell Road, Austin Town, Bangalore - 560 047",Central Bangalore,"Desserts,Beverages",4.6,100.0,170.0,Swiggy
