name,address,location,cuisines,rating,rating_count,cost_for_two,source
Sweet Truth,"2318, Near NIFT College, Sector 1, HSR, Bangalore",HSR,"Bakery, Desserts",4.0,48.0,500.0,Zomato
Shree Mithai,"590, 15th C Main, 15th Cross, Sector 4, HSR, Bangalore",HSR,"Desserts, Street Food, Mithai",3.7,31.0,150.0,Zomato
Mist n Creams,"2737, 27th Main, 16th Cross, Sector 1, HSR Layout, Bangalore",HSR,Ice Cream,3.9,38.0,400.0,Zomato
Ice Cream Buggy,"Location Varies, 27th Main, HSR Layout, HSR, Bangalore",South Bangalore,Ice Cream,3.1,21.0,100.0,Zomato
Igloo Shakez & Bytez,"18, Munia Appa Complex, HSR Layout, Sector 7, HSR, Bangalore",HSR,"Beverages, Fast Food, Desserts",3.1,7.0,300.0,Zomato
Baar Union,"253, 1st Floor, 5th Main, 17th Cross, Sector 6, HSR Layout, HSR, Bangalore",HSR,"Continental, Finger Food, Asian, Chinese",4.6,634.0,850.0,Zomato
Safe House,"145, Ground Floor, Below Swathi Spice n Ice, Close To HSR BDA Junction, Sector 5, HSR, Bangalore",HSR,"Continental, North Indian, Chinese, Finger Food",4.1,1372.0,900.0,Zomato
Luo Han,"666, 27th Main Road, 13th Cross, Sector 1, HSR, Bangalore",HSR,"Chinese, Thai",3.6,777.0,500.0,Zomato
Nature's Nectar,"22nd Cross Road, Sector 3, HSR, Bangalore",HSR,"Continental, Healthy Food",3.7,38.0,600.0,Zomato
Mahek E Punjab,"560/9 , 24th Main, 7th Cross, Sector 1, HSR, Bangalore",HSR,"North Indian, Chinese",3.1,7.0,500.0,Zomato
Begum's Biriyani,"530, Sai Ram Plaza, 19th Main, Sector 3, HSR, Bangalore",HSR,"Biryani, North Indian, Chinese",3.2,4.0,500.0,Zomato
Raghavendra Tiffin,"150, 9th Main Road, Sector 6, HSR, Bangalore",HSR,South Indian,4.4,222.0,150.0,Zomato
Faasos,"2318, Sector 1, Near NIFT College, HSR Layout, Bangalore",HSR,"North Indian, Biryani, Fast Food",3.9,355.0,500.0,Zomato
Arogya,"1163, 23rd Main Road, Garden Layout, Sector 2, HSR Layout, Bangalore",HSR,"South Indian, North Indian, Chinese",3.4,9.0,100.0,Zomato
Chandu Dhaba,"2720, 16th Cross, 31st Main, Sector 1, HSR, Bangalore",HSR,"Street Food, Chinese, Fast Food",3.8,40.0,250.0,Zomato
Just Dosa,"2393, 15th B Cross Road, 1st Sector, HSR, Bangalore",HSR,South Indian,3.7,34.0,200.0,Zomato
Bangarpet Chats,"764\E, 22nd Cross, HSR Club Road, HSR, Bangalore",HSR,Street Food,3.3,5.0,100.0,Zomato
Five Star Chicken,"1152, 22nd Cross, 22nd B Main, Sector 2, HSR, Bangalore",HSR,"Fast Food, Burger",3.7,82.0,300.0,Zomato
Moradabadi Special Biryani,"36, 80 Feet Road, Mangamman Palya Main Road, HSR, Bangalore",HSR,Biryani,3.4,6.0,250.0,Zomato
Panchamuki Fastfood,"24th Main, 2nd Sector, HSR, Bangalore",HSR,"South Indian, Beverages",3.5,12.0,300.0,Zomato
Rayaan's Restaurant,For being our customers. We will be at BTM to serve you.,HSR,"North Indian, Chinese, Arabian",3.6,155.0,500.0,Zomato
Ambur Chicken Biryani,"49, Mangammanpalya, HSR layout Bangalore",HSR,Biryani,3.1,9.0,250.0,Zomato
House of Mandarin,"1086/A, Twin Tulips, Near BDA Complex, 18th Cross, Sector 3, HSR, Bangalore",HSR,Chinese,3.3,4.0,300.0,Zomato
Ambur Tasty Biriyani,"Near Pepsi Gooden, Harlur Main Road, HSR, Bangalore",HSR,Biryani,3.2,4.0,200.0,Zomato
Swadisht North Indian Restaurant,"53, 24th Main Road, Sumansandrapalya, Near Power Station, Sector 2, HSR, Bangalore",HSR,North Indian,3.2,23.0,200.0,Zomato
Royal Calcutta Restaurant,"1st Main, Janatha Colony, Near Govt School, Jakkasandra, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"North Indian, Chinese, Bengali",4.0,269.0,450.0,Zomato
Skywalk Restobar,"169, 80 Feet Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"North Indian, South Indian",3.3,5.0,700.0,Zomato
Chackochi Mess,"Beside Nandi Toyota Showroom, Garve Bhavi Palya, Hosur Main Road, Bommanahalli, Bangalore",Bommanahalli,"Kerala, South Indian",3.3,6.0,250.0,Zomato
Nila Cafe,"Venkateswara Layout, A Block, AECS Layout, Singasandra ,Bengaluru,karnataka.560068",Bommanahalli,"Kerala, South Indian",3.6,16.0,400.0,Zomato
Udupi Upahara,"168, 7th Main, 80 Feet Road, 1st Block, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"South Indian, North Indian",3.7,46.0,300.0,Zomato
Geetha Cafe,"964/962/1A, Garvebhavi Palya, Opposite Brand Factory, Hosur Road, Bommanahalli, Bangalore",Bommanahalli,South Indian,3.0,12.0,200.0,Zomato
Barbeque Delight,"54/1, Begur Main Road, Bommanahalli Circle, Bommanahalli, Bangalore",Bommanahalli,"Arabian, Kerala, North Indian, Chinese, BBQ",3.7,83.0,800.0,Zomato
Southindies,"276, 1st Floor, 6th Main, Binnamangala Layout, Defence Colony, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"South Indian, Chettinad, Kerala, Sri Lankan",4.1,1224.0,800.0,Zomato
Empire Restaurant,"Next to BSNL, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,"North Indian, Mughlai, South Indian, Chinese",4.2,8176.0,750.0,Zomato
Annapoorani,"203, Double Road, Indiranagar 2nd stage, Bangalore, Indiranagar, Bangalore",Indiranagar,South Indian,3.9,434.0,400.0,Zomato
Srinathji's,"462, Sree Krishna Temple Road, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"Biryani, Chinese, Continental, North Indian, Pizza",3.6,592.0,850.0,Zomato
Java,"The Senate, G-Block, Diamond District Kodihalli, Old Airport Road, Bangalore",Old Airport Road,"North Indian, Chinese",3.7,39.0,700.0,Zomato
Cup Chronicles Cafe,"621/B, G-05 Ground Floor, 12th Main, Hal Second Stage, Indiranagar, Bangalore",Indiranagar,"Cafe, Continental, Tea, Beverages, Desserts",3.9,48.0,450.0,Zomato
Smoor,"1131, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Desserts, Cafe, Beverages",4.6,1687.0,900.0,Zomato
Monet's Bistro,"9B, Binnamangala, Manavarthekaval, Michealpalya, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Beverages",4.5,197.0,600.0,Zomato
Stoner,"50, Zatakia Centre, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"Ice Cream, Cafe, Beverages, Burger, Desserts, Pizza",4.5,2687.0,550.0,Zomato
Third Wave Coffee Roasters,"729, Ground Floor, CMH Road, Binnamangala Layout Extension, Indiranagar, Bangalore",Indiranagar,"Cafe, Continental, Desserts",4.2,311.0,800.0,Zomato
Dhyaana,"756, Shri Krishna Temple Road, Next to HDFC Bank, Indiranagar, Bangalore",Indiranagar,"Cafe, Healthy Food, Momos",4.3,153.0,600.0,Zomato
The Ants Cafe & Store,"2286/B, 1st Cross, 14th A Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Italian",3.9,1380.0,900.0,Zomato
Gobble Up Churros Cafe,"Indiranagar, Bangalore",Indiranagar,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",4.3,371.0,400.0,Zomato
Matteo Coffea,"508, Melmat Building, Near Fabindia, CMH Road, Defence Colony, Indiranagar, Bangalore",Indiranagar,Cafe,4.2,858.0,600.0,Zomato
Spoonful Of Sugar,"421-G, 1st Main, 3rd Cross, 1st Stage, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"Desserts, Bakery, Cafe",4.0,861.0,800.0,Zomato
Smally's Resto Cafe,"2985, 1st Floor,12th Main, HAL 2nd stage, Indiranagar, Bangalore",Indiranagar,"Cafe, Italian, Burger, American, Steak",4.0,399.0,650.0,Zomato
Starbucks,"2013, Ground Floor, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Desserts",4.2,583.0,700.0,Zomato
Django,"442, 9th Avenue Building, 9th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Cafe, Italian, Pizza, Burger, Beverages",4.0,209.0,800.0,Zomato
Tata Cha,"2985, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Cafe, Tea, North Indian",3.9,660.0,500.0,Zomato
Yomama!!,"G 2, 28/A, Smart Avenue, 80 Feet road, Indiranagar, Bangalore",Indiranagar,"Continental, Burger, Cafe, Steak",4.0,339.0,800.0,Zomato
The Mad Teapot,"295 & 296, First Floor, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Cafe,4.1,287.0,850.0,Zomato
Grubhouse,"172/A, 1st Main, 2nd Cross, Indiranagar, Bangalore",Indiranagar,"Continental, Cafe, Steak",4.1,332.0,800.0,Zomato
Lahe Lahe Santhe,"2906/2907, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Beverages",3.7,17.0,300.0,Zomato
iSpice Resto Cafe,"115,18th Main Road, Indiranagar, Bangalore",Indiranagar,"Cafe, North Indian, Chinese, Fast Food",3.7,28.0,600.0,Zomato
Give Me 5 Cafe,"3115, East West Building, 13th Cross, 2nd Stage, Off Double Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Continental",3.4,90.0,500.0,Zomato
J's Cafe,"1st Floor, 772, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Continental",3.9,155.0,700.0,Zomato
Costa Coffee,"788, HAL 2nd Stage, 12th Main, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Fast Food",3.8,209.0,500.0,Zomato
Chai Cafe,"Shop.3, AMMA BUILDING, BEHIND NERALUR BUS STOP",Indiranagar,Cafe,3.9,49.0,200.0,Zomato
Cup Shup,"1189/D, 13th Main, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Cafe, Continental, Fast Food",2.8,185.0,500.0,Zomato
Sunny Side Bistro,"664, 1st Stage, 100 Feet Road, Above Wlils Lifestyle Building, Indiranagar, Bangalore",Indiranagar,"Cafe, Continental",3.7,69.0,700.0,Zomato
Breadworks,"294, 6th Cross, HAL 2nd Stage, Near E-Zone, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,"Bakery, Cafe",2.9,48.0,500.0,Zomato
Melting Spot,"Number 188/1, 6th Main Road, Next to Church, Defence Colony, Indiranagar, Bangalore",Indiranagar,"Cafe, Desserts, Beverages, Italian",4.0,134.0,600.0,Zomato
C-harge by Chefkraft,"806/1, 1st Floor, Rajeshwari Business Chambers, New Thippasandra MAin Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Continental",3.4,7.0,600.0,Zomato
Cross Roads Cafe,"3, Lazer Tag Castle, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,"Cafe, Italian, Tex-Mex, Fast Food, Burger",3.0,59.0,500.0,Zomato
Talk Over Table,"1, Jeevan Bhima Nagar Main Road, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Cafe,4.0,282.0,500.0,Zomato
D'Cafe,"295, Opposite Suvitas Hospital, Ring Road, Krishna Reddy Layout, Domlur, Bangalore",Domlur,"Cafe, Coffee, Continental",3.8,16.0,500.0,Zomato
Cafe Oleiva,"L66, 6th Main Road, LIC Colony, Thippasandra, Bangalore",Thippasandra,Cafe,3.4,6.0,500.0,Zomato
Cafe Velvette,"6th Floor, Maruti Infotech Center, A Block, Inner Ring Road, Domlur, Bangalore",Domlur,"Cafe, American, Italian, Continental",3.5,11.0,400.0,Zomato
Hot Spot Cafe,"176, Amarjyoti Layout, Intermediate Ring Road, Domlur, Bangalore",Domlur,"Cafe, Fast Food",2.9,17.0,150.0,Zomato
9th Cross Cafe,"L 66, 7th Main Road, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Cafe, Italian, French",3.6,12.0,550.0,Zomato
Brown Crust Cafe,"Kodihalli, Next to Diamond District Corporate Gate, Old Airport Road, Bangalore",Old Airport Road,"Cafe, Italian, Desserts",2.9,18.0,300.0,Zomato
The Chocolate Heaven,"10, First Floor, Kempfort Mall, Old Airport Road, Bangalore",Old Airport Road,"Desserts, Cafe, Italian, Beverages",3.8,135.0,700.0,Zomato
Barista,"8, Ground Floor, Retail Mall Block, Bagmane Tech Park, CV Raman Nagar, Bangalore",CV Raman Nagar,Cafe,3.2,11.0,300.0,Zomato
Delite Chaat House,"621/B, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Street Food, Gujarati",4.0,450.0,300.0,Zomato
Tripura Express,"370, Wind Tunnel Road, Murgesh Pallya, Old Airport Road, Bangalore",Old Airport Road,"Pizza, Beverages",2.9,156.0,450.0,Zomato
BOX8- Desi Meals,"Lower Ground Floor, Smart Avenue, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,"North Indian, Mughlai, Fast Food",4.3,314.0,500.0,Zomato
Sree Spicy Hub,"M-22, Ground Floor, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Andhra, Biryani, South Indian",3.9,224.0,600.0,Zomato
Chandni Chowk 2 Bangalore,"1st Floor, Above Photo Studio, 10th Main, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"North Indian, Rolls",4.2,241.0,400.0,Zomato
Gurukrupa Paratha House,"144, Ramaiah Street, Between Diamond District & Anjaneya Tech Park, HAL, Old Airport Road, Bangalore",Old Airport Road,"North Indian, Chinese",3.9,639.0,400.0,Zomato
Red Kitchen,"9, 10th Main, HAL 3rd Stage, Kodihalli, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"North Indian, South Indian, Chinese",3.2,146.0,200.0,Zomato
Fresh Aahar,"68/5/4, 4th B Cross, Michael Palya, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,"Biryani, Mangalorean, Kerala",3.9,37.0,400.0,Zomato
Sagar Deluxe,"L-14, H.A.L, 3rd Stage, Opposite NAL Backgate, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"South Indian, North Indian, Chinese",3.4,148.0,350.0,Zomato
XO Belgian Waffle,"954, 12th Main Road, HAL 2nd Stage, Appareddipalya, Indiranagar, Bangalore",Indiranagar,"Desserts, Beverages",4.3,78.0,400.0,Zomato
Bharpur Aahar,"Shop L 10, Opposite NAL Quarters Gate, Jeevan Bhima Nagar Main Road, Bangalore",Jeevan Bhima Nagar,"North Indian, Chinese",3.9,418.0,200.0,Zomato
Behrouz Biryani,"HAL Airport Road, Old Airport Road, Bangalore",Old Airport Road,Biryani,4.0,85.0,650.0,Zomato
Leon Grill,"1671, 9th Main, 4th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",4.2,1327.0,500.0,Zomato
Chowpatty,"3038, 80 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"North Indian, Fast Food, Street Food",3.9,924.0,300.0,Zomato
Motis Kitchen,"40, 9th Main, Seethappa, Thippasandra, Bangalore",Thippasandra,"South Indian, Kerala, Biryani",4.1,551.0,350.0,Zomato
Kunda Biryani,"12, Ground Floor, Behind Bagmane Tech Park Back Gate, Byrasandra Main Road, CV Raman Nagar, Bangalore",CV Raman Nagar,"Hyderabadi, Biryani, North Indian",3.8,189.0,800.0,Zomato
New Punjabi Hotel,"Near Total Mall, Murgeshpalya, Old Airport Road, Bangalore",Old Airport Road,"North Indian, Chinese",3.2,393.0,400.0,Zomato
Beijing Bites,"10th Main, Near Telephone Exchange, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Chinese, Thai",3.1,282.0,850.0,Zomato
Green Pepper,"1650, 10th Main, Near BSNL Office, 80 Feet Road, Jeevan Bhima Nagar Main Road, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Seafood, South Indian, Chinese, Kerala",3.8,259.0,600.0,Zomato
Tiffun,"6, Ground Floor, Krishanappa Building, Nagavarapalya, CV Raman Nagar, Bangalore",CV Raman Nagar,North Indian,3.9,83.0,300.0,Zomato
Chakh Le Foods,"513, First Floor, 10th Main Road, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"North Indian, Mughlai, Bengali, Chinese",3.4,257.0,500.0,Zomato
Hyderabad Biryaani House,"25, 1st Floor, NR Chambers, Murgeshpalya, Old Airport Road, Bangalore",Old Airport Road,"Biryani, North Indian, Chinese",3.9,1615.0,550.0,Zomato
Andal Mess,"3051, 80 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Biryani, South Indian, North Indian",3.6,133.0,250.0,Zomato
Donne Biriyani Mane,"JB Nagar Main Road, Opposite NAL Gate, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Biryani, Kebab",3.8,161.0,400.0,Zomato
KFC,"Old Kempfort, Old Airport Road, Bangalore",Old Airport Road,"Burger, Fast Food",3.9,327.0,400.0,Zomato
Plantain Leaf,"59/2, Subramanya Complex, New Thippasandra Main Road, Thippasandra, Bangalore",Thippasandra,"Andhra, Chinese, North Indian, Biryani",3.9,521.0,600.0,Zomato
S P Dum Biryani,"Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Biryani,3.3,77.0,400.0,Zomato
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",Old Airport Road,"Pizza, Chinese, North Indian",2.8,211.0,300.0,Zomato
Ambur Hot Dum Biryani,"2, Murgeshpalya, WT Road, Opposite Airforce Camp, Old Airport Road, Bangalore",Old Airport Road,Biryani,3.1,43.0,200.0,Zomato
Rannaghar,"1648/3, Ground Floor, HAL 3rd Stage, Opposite Miranda School, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"North Indian, Bengali, Chinese",3.9,138.0,600.0,Zomato
Khushi Kitchen,"68, 9th Main, Seepthappa Colony, Thippasandra, Bangalore",Thippasandra,"Street Food, North Indian, Bengali, Oriya",3.3,69.0,400.0,Zomato
Punjabi's Food Corner,"Behind Bagmane Tech Park, Krishnappa Garden, Near HP Office Bangalroe, CV Raman Nagar, Bangalore",CV Raman Nagar,"North Indian, Chinese",3.6,88.0,250.0,Zomato
Pot Biryani,"267, Amarjyothi Layout, Near DELL, Domlur, Bangalore",Domlur,"North Indian, Chinese, Biryani, Seafood",3.9,456.0,600.0,Zomato
Five Star Chicken,"M-22, Ground Floor, 10th Main, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Fast Food, Burger",3.7,68.0,200.0,Zomato
PurpleBasil.in,"Second Floor, Madison Complex, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",Indiranagar,"Healthy Food, Desserts",4.4,457.0,500.0,Zomato
Andhra Mess,"254, 2nd Main, Domlur Layout, Domlur, Bangalore",Domlur,"Andhra, Biryani, Chinese",3.2,128.0,400.0,Zomato
Bhookha Sher,"Carlton Towers, Near Diamond District Old Airport Road, Bangalore",Old Airport Road,"North Indian, Fast Food",3.6,8.0,350.0,Zomato
Swaadpurna,"L-10, Opposite NAL Quarters, Sector 11,10th Main, LIC colony, Jeevan Bhima Nagar",Jeevan Bhima Nagar,"North Indian, South Indian, Chinese, Biryani",3.6,51.0,450.0,Zomato
Samosa Singh,"5, First Floor, New Thippasandra Main Road, 9th Main, Opposite To Meenakshi Electrical, Thippasandra, Bangalore",Thippasandra,"Street Food, Beverages",3.7,43.0,150.0,Zomato
Cheesy Juicy Burgers,"Jeevan Bhima Nagar, Main Road, HAL 3rd Stage, Indiranagar, Bangalore",Indiranagar,"Burger, Sandwich, Beverages",3.9,82.0,500.0,Zomato
The Biryanis,"39, Opposite IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Andhra, Biryani, North Indian",3.8,426.0,500.0,Zomato
Desi Chinese kitchen,"1st Floor, HAL 3rd Stage, Puttappa Layout, New Tippasandra, Indiranagar, Bangalore",Indiranagar,"Chinese, Asian",3.9,24.0,700.0,Zomato
FoodIshq,"9th Cross, Byrasandra Road, GM Pallya, Kaggadasapura, Bangalore",Kaggadasapura,North Indian,4.0,173.0,450.0,Zomato
Sri Udupi Park,"25/1, NR Chambers, Old Airport Road, Bangalore",Old Airport Road,"South Indian, Chinese, North Indian",3.7,443.0,400.0,Zomato
Aathurar,"476, Ground Floor, Next to BSNL Office, 10th Main, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Chettinad, Biryani, South Indian, Seafood",3.2,574.0,600.0,Zomato
Momo Rice Noodles,"1/7, Srinivagilu Main Road, Ejipura, Bangalore",Ejipura,"Chinese, Momos",3.8,221.0,400.0,Zomato
Keto Kitchen,"32, 80 Feet Road, Opposite Axis Bank, HAL 3rd Stage, New Tippasndra, Indiranagar, Bangalore",Indiranagar,Healthy Food,3.1,18.0,500.0,Zomato
Bombay Sandwich Company,"Room 4 , St Mary's Building, 39/1, Appareadypalya, 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Sandwich, Beverages",3.1,39.0,400.0,Zomato
Chef's Cap Chinese Cuisine Restaurant,"23, 5th Cross, BDA Layout, Murgehpalaya, Old Airport Road, Bangalore",Old Airport Road,Chinese,3.9,30.0,400.0,Zomato
Anand Sweets and Savouries,"7, Anjaneya Complex, Kodihalli, Old Airport Road, Bangalore",Old Airport Road,"Mithai, Street Food",4.0,261.0,400.0,Zomato
Bharanis,"236, 7th Main, Amarjyothi Layout, Near Hero Show Room, EGL Block Gate, 100ft Road, Domlur, Bangalore",Domlur,"Andhra, Biryani",3.7,16.0,600.0,Zomato
Snacks Joint,"16, Opposite Bank of India, Jeevan Bhima Nagar Main Road, Bangalore",Jeevan Bhima Nagar,Fast Food,3.8,185.0,150.0,Zomato
Cream Stone,"621/B, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Desserts,4.2,734.0,300.0,Zomato
Food Lover,"Shop 1344/B, 6th Cross, 11th Main, Leela Palace Road, Kodihalli, HAL 3rd Stage, Indiranagar, Bangalore",Indiranagar,"North Indian, Chinese",3.7,32.0,400.0,Zomato
Andhra Ruchulu,"22, NR Colony, BDA Main Road, Near Salarapuria Splender Apartment, Murgaspalya, Old Airport Road, Bangalore",Old Airport Road,"Andhra, North Indian",4.0,43.0,400.0,Zomato
Srinidhi Sagar,"4, 19th Main Road, 6th Cross, Kodihalli, Old Airport Road, Bangalore",Old Airport Road,"South Indian, North Indian, Chinese",3.9,160.0,40.0,Zomato
PreRit's Food Factory,"115, 1st Floor, 18th Main Road, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",Indiranagar,"North Indian, Mughlai, Chinese",3.6,67.0,300.0,Zomato
Mani's Dum Biryani,"474, Ground Floor, 10th Main, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Biryani, Kebab",4.0,682.0,750.0,Zomato
Night Food Delivery,"706, A/4 5th Cross, Kodihalli, Near Masjid, Indiranagar, Bangalore",Indiranagar,"Burger, Rolls, Sandwich, North Indian",2.9,21.0,500.0,Zomato
Savoury Express,"Main Road, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Arabian,3.6,31.0,800.0,Zomato
Delicacy,"M 22, 10th Main, 1st Floor, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Chinese, Thai, Momos",3.9,647.0,500.0,Zomato
Coast,"1648/3, Basement, Rannaghar Restaurant, Opposite Miranda School, HAL, 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Seafood, Mangalorean, North Indian, Biryani",3.3,59.0,750.0,Zomato
Under The Tree,"410, 7th Cross, Domlur Layout, Domlur, Bangalore",Domlur,"Desserts, Juices, Fast Food",3.0,64.0,200.0,Zomato
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,"1675, Ground Floor, 4th Cross, 9th Main, HAL 3rd Stage, Thippasandra, Bangalore",Thippasandra,"French, Sandwich, Salad",4.4,580.0,450.0,Zomato
Lassi Shop,"473, 10th Main, Jeevanbhimanagar, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Beverages, Juices, Ice Cream",4.0,213.0,100.0,Zomato
Little Kolkata,"6/1, Pipe Line Road, Ejipura Main Road, Ejipura, Bangalore",Ejipura,"Bengali, North Indian",3.9,97.0,500.0,Zomato
Assi Tussi Lassi,"5, 6/1, Opposite, Indicash ATM, Sri Ram Temple Road, Ejipura, Bangalore",Ejipura,"Beverages, Fast Food, Ice Cream",3.6,25.0,200.0,Zomato
Sabari Juice Junction,"10th Main, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,"Beverages, Sandwich",4.1,128.0,250.0,Zomato
The Waffles Hut,"Site 39, 80 Feet Road, HAL 3rd Stage, Indiranagar, Bangalore, Indiranagar, Bangalore",Indiranagar,Desserts,3.9,36.0,250.0,Zomato
Faasos,"6, First Floor, 9 Cross, 2nd Main, Binnamangala, 1st Stage, Indiranagar, Bangalore",Indiranagar,"North Indian, Biryani, Fast Food",3.9,140.0,500.0,Zomato
Wow Paratha,"L 9, 10th Main Road, Sector 11, Jeevan Bhima Nagar, Bengaluru",Jeevan Bhima Nagar,North Indian,3.9,29.0,400.0,Zomato
Pizza Stop,"20, KR Colony, Near Haiku Honda Service Center, Domlur, Bangalore",Domlur,"Pizza, Italian",3.2,166.0,600.0,Zomato
Mota Bawarchi,"6th Floor, OYO Townhouse 035, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,"North Indian, Fast Food",3.8,55.0,500.0,Zomato
Hotel Devanand Kerala Restaurant,"44, Byrasandra Road, GM Palya, CV Raman Nagar, Bangalore",CV Raman Nagar,Kerala,3.4,94.0,300.0,Zomato
